[INFO] [AnimationBootstrapper] NEWSCRIPTS_MODE ativo: AnimationBootstrapper ignorado.

NEWSCRIPTS_MODE ativo: DebugUtility.Initialize executando reset de estado.

<color=#A8DEED>[INFO] [DebugUtility] [OBS][RuntimeMode] LoggingPolicyApplied source='EarlyDefault' key='Editor|Enabled|global=True;verbose=True;default=Logs;repeated=True|fallbacks=True|EarlyDefault'</color>

[INFO] [DebugUtility] DebugUtility inicializado antes de todos os sistemas.

[INFO] [CompassRuntimeService] NEWSCRIPTS_MODE ativo: CompassRuntimeService ignorado.

<color=#A8DEED>[INFO] [DebugUtility] [OBS][RuntimeMode] LoggingPolicyApplied source='BootstrapPolicy' key='Editor|Enabled|global=True;verbose=True;default=Verbose;repeated=True|fallbacks=True|BootstrapPolicy'</color>

[VERBOSE] [GlobalCompositionRoot] NewScripts logging configured. (@ 3,19s)

<color=#A8DEED>[VERBOSE] [PauseOverlayController] [PauseOverlay] Overlay desativado. (@ 15,72s)</color>

<color=#A8DEED>[VERBOSE] [GamePauseGateBridge] [OBS][GRS] GameResumeRequestedEvent consumed consumer='GamePauseGateBridge' key='resume|reason=<null>' frame='2128' (@ 15,72s)</color>

[VERBOSE] [StateDependentService] [StateDependent] Action 'Move' bloqueada: NotPlaying (gateOpen=True, gameplayReady=True, paused=False, serviceState=Paused, gameLoopState='Paused', activeTokens=0). (@ 15,72s)

[VERBOSE] [GameReadinessService] [Readiness] Snapshot publicado. gameplayReady=True, gateOpen=True, activeTokens=0, reason='gate_opened'. (@ 15,72s)

[VERBOSE] [PlayerMovementController] [Movement][Gate] GateChanged: open=True, scene='GameplayScene', actor='A_f4d3bf2f_1_Player_NewScriptsClone'. (@ 15,72s)

[VERBOSE] [SimulationGateService] [Gate] Release token='state.pause'. Active=0. IsOpen=True (@ 15,72s)

[VERBOSE] [GamePauseGateBridge] [PauseBridge] Gate liberado (GameResumeRequestedEvent) token='state.pause'. IsOpen=True Active=0 (@ 15,72s)

<color=#A8DEED>[VERBOSE] [GameLoopCommandEventBridge] [OBS][GRS] GameResumeRequestedEvent consumed consumer='GameLoopCommandEventBridge' key='resume|reason=<null>' frame='2128' (@ 15,72s)</color>

[VERBOSE] [GlobalServiceRegistry] Serviço IGameLoopService encontrado no escopo global (tipo registrado: IGameLoopService). (@ 15,72s)

<color=#A8DEED>[VERBOSE] [StateDependentService] [OBS][GRS] GameResumeRequestedEvent consumed consumer='StateDependentService' key='resume|reason=<null>' frame='2128' (@ 15,72s)</color>

<color=#A8DEED>[VERBOSE] [PauseOverlayController] [OBS][GRS] GameResumeRequestedEvent consumed consumer='PauseOverlayController' key='resume|reason=<null>' frame='2128' (@ 15,72s)</color>

<color=#A8DEED>[VERBOSE] [PauseOverlayController] [PauseOverlay] Hide -> GameResumeRequestedEvent publicado. (@ 15,72s)</color>

<color=#A8DEED>[INFO] [InputModeCoordinator] [OBS][InputModes] InputModeRequested kind='Gameplay' source='PauseOverlay' reason='PauseOverlay/Hide' contextSignature='<none>'</color>

[VERBOSE] [GlobalServiceRegistry] Serviço IInputModeService encontrado no escopo global (tipo registrado: IInputModeService). (@ 15,72s)

<color=#A8DEED>[INFO] [InputModeService] [InputMode] Modo alterado para 'Gameplay' (PauseOverlay/Hide).</color>

<color=#A8DEED>[VERBOSE] [InputModeService] [InputMode] Applied map 'Player' em 1/1 PlayerInput(s) (PauseOverlay/Hide). (@ 15,72s)</color>

<color=#A8DEED>[INFO] [InputModeCoordinator] [OBS][InputModes] InputModeApplied kind='Gameplay' source='PauseOverlay' reason='PauseOverlay/Hide' contextSignature='<none>'</color>

[VERBOSE] [GameLoopService] [GameLoop] EXIT: Paused (@ 15,72s)

[VERBOSE] [GameLoopService] [GameLoop] ENTER: Playing (active=True) (@ 15,72s)

[VERBOSE] [GlobalServiceRegistry] Serviço ISceneFlowSignatureCache encontrado no escopo global (tipo registrado: ISceneFlowSignatureCache). (@ 15,72s)

<color=#A8DEED>[INFO] [GameLoopService] [OBS][InputMode] Request mode='Gameplay' map='Player' phase='Playing' reason='GameLoop/Playing' signature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene' scene='GameplayScene' frame=2128.</color>

<color=#A8DEED>[INFO] [InputModeCoordinator] [OBS][InputModes] InputModeRequested kind='Gameplay' source='GameLoop' reason='GameLoop/Playing' contextSignature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene'</color>

<color=#A8DEED>[VERBOSE] [InputModeService] [InputMode] Modo 'Gameplay' ja ativo. Reaplicando (GameLoop/Playing). (@ 15,72s)</color>

<color=#A8DEED>[VERBOSE] [InputModeService] [InputMode] Applied map 'Player' em 1/1 PlayerInput(s) (GameLoop/Playing). (@ 15,72s)</color>

<color=#A8DEED>[INFO] [InputModeCoordinator] [OBS][InputModes] InputModeApplied kind='Gameplay' source='GameLoop' reason='GameLoop/Playing' contextSignature='r:to-gameplay|rk:Gameplay|a:GameplayScene|f:1|l:UIGlobalScene|GameplayScene|u:NewBootstrap|MenuScene'</color>

[VERBOSE] [GameLoopService] [GameLoop] Activity: True (@ 15,72s)

[VERBOSE] [StateDependentService] [StateDependent] Action 'Move' liberada (gateOpen=True, gameplayReady=True, paused=False, serviceState=Playing, gameLoopState='Playing', activeTokens=0). (@ 15,72s)

[VERBOSE] [GlobalServiceRegistry] Serviço IPostLevelActionsService encontrado no escopo global (tipo registrado: IPostLevelActionsService). (@ 19,90s)

<color=#A8DEED>[INFO] [PostLevelActionsService] [OBS][LevelFlow] PostLevelActionRequested action='NextLevel' reason='QA/LevelFlow/NextLevel'.</color>

<color=#A8DEED>[INFO] [LevelSwapLocalService] [OBS][LevelFlow] LevelSwapLocalStart fromLevelRef='Level1' toLevelRef='Level2' macroRouteId='to-gameplay' routeKind='Gameplay' v='2' signature='to-gameplay|Gameplay|QA/LevelFlow/NextLevel' reason='QA/LevelFlow/NextLevel'.</color>

[VERBOSE] [StateDependentService] [StateDependent] Action 'Move' bloqueada: GateClosed (gateOpen=False, gameplayReady=True, paused=False, serviceState=Ready, gameLoopState='Playing', activeTokens=1). (@ 19,91s)

[VERBOSE] [GameReadinessService] [Readiness] Snapshot publicado. gameplayReady=True, gateOpen=False, activeTokens=1, reason='gate_closed'. (@ 19,91s)

[VERBOSE] [PlayerMovementController] [Movement][Gate] GateChanged: open=False, scene='GameplayScene', actor='A_f4d3bf2f_1_Player_NewScriptsClone'. (@ 19,91s)

[VERBOSE] [SimulationGateService] [Gate] Acquire token='level.swap_local'. Active=1. IsOpen=False (@ 19,91s)

[VERBOSE] [GlobalServiceRegistry] Serviço IRestartContextService encontrado no escopo global (tipo registrado: IRestartContextService). (@ 19,91s)

<color=#A8DEED>[INFO] [LevelSelectedRestartSnapshotBridge] [OBS][Navigation] LevelSelectedEventConsumed levelRef='Level2' routeId='to-gameplay' v='2' levelSignature='level:Level2|route:to-gameplay|reason:QA/LevelFlow/NextLevel' restartContextResolved='True'.</color>

<color=#A8DEED>[INFO] [RestartContextService] [OBS][Navigation] GameplayStartSnapshotUpdated levelRef='Level2' routeId='to-gameplay' v='2' reason='QA/LevelFlow/NextLevel'.</color>

<color=#A8DEED>[INFO] [LevelSwapLocalService] [OBS][Level] LevelSelectedEventPublished levelRef='Level2' macroRouteId='to-gameplay' reason='QA/LevelFlow/NextLevel' v='2' levelSignature='level:Level2|route:to-gameplay|reason:QA/LevelFlow/NextLevel'.</color>

[VERBOSE] [GlobalServiceRegistry] Serviço IContentSwapChangeService encontrado no escopo global (tipo registrado: IContentSwapChangeService). (@ 19,91s)

<color=#A8DEED>[INFO] [WorldResetCommands] [OBS][WorldLifecycle] ResetRequestedV2 kind='Level' macroRouteId='to-gameplay' macroSignature='' levelSignature='level:Level2|route:to-gameplay|reason:QA/LevelFlow/NextLevel' reason='QA/LevelFlow/NextLevel'.</color>

<color=#A8DEED>[INFO] [InPlaceContentSwapService] [OBS][ContentSwap] ContentSwapRequested event=content_swap_inplace mode=InPlace contentId='level-ref:Level2' reason='QA/LevelFlow/NextLevel'</color>

[INFO] [ContentSwapContextService] [ContentSwapContext] ContentSwapPendingSet plan='level-ref:Level2' reason='QA/LevelFlow/NextLevel'

[INFO] [ContentSwapContextService] [ContentSwapContext] ContentSwapCommitted prev='level-ref:Level1' current='level-ref:Level2' reason='QA/LevelFlow/NextLevel'

<color=#4CAF50>[INFO] [WorldResetCommands] [OBS][WorldLifecycle] ResetCompletedV2 kind='Level' macroRouteId='to-gameplay' macroSignature='' levelSignature='level:Level2|route:to-gameplay|reason:QA/LevelFlow/NextLevel' reason='QA/LevelFlow/NextLevel' success=True notes=''.</color>

<color=#4CAF50>[VERBOSE] [SceneServiceCleaner] Cena SceneTest descarregada, serviços limpos. (@ 19,92s)</color>

[VERBOSE] [EaterRandomMovementController] [EaterMovement] Movement blocked by IStateDependentService. (@ 19,92s)

<color=#A8DEED>[INFO] [LevelAdditiveSceneRuntimeApplier] [OBS][LevelFlow] LevelAdditiveApplySummary targetLevelRef='Level2' loadedIndices=[8] unloadedIndices=[7] loadedCount=1 unloadedCount=1 activeCount=1.</color>

[VERBOSE] [GlobalServiceRegistry] Serviço IGameLoopService encontrado no escopo global (tipo registrado: IGameLoopService). (@ 19,97s)

[VERBOSE] [GlobalServiceRegistry] Serviço IIntroStageCoordinator encontrado no escopo global (tipo registrado: IIntroStageCoordinator). (@ 19,97s)

[VERBOSE] [GlobalServiceRegistry] Serviço IGameplaySceneClassifier encontrado no escopo global (tipo registrado: IGameplaySceneClassifier). (@ 19,97s)

[VERBOSE] [GlobalServiceRegistry] Serviço ILevelStagePresentationService encontrado no escopo global (tipo registrado: ILevelStagePresentationService). (@ 19,97s)

<color=#A8DEED>[INFO] [LevelStageOrchestrator] [OBS][IntroStageController] IntroStageStartRequested source='LevelSwapLocal' levelRef='Level2' v='2' reason='QA/LevelFlow/NextLevel' levelSignature='level:Level2|route:to-gameplay|reason:QA/LevelFlow/NextLevel'.</color>

[VERBOSE] [GlobalServiceRegistry] Serviço IIntroStagePolicyResolver encontrado no escopo global (tipo registrado: IIntroStagePolicyResolver). (@ 19,97s)

[VERBOSE] [GlobalServiceRegistry] Serviço IIntroStageStep encontrado no escopo global (tipo registrado: IIntroStageStep). (@ 19,97s)

[VERBOSE] [GlobalServiceRegistry] Serviço ISimulationGateService encontrado no escopo global (tipo registrado: ISimulationGateService). (@ 19,97s)

<color=#A8DEED>[INFO] [IntroStageCoordinator] [OBS][IntroStageController] IntroStageStarted signature='level:Level2|route:to-gameplay|reason:QA/LevelFlow/NextLevel' routeKind='Gameplay' target='GameplayScene' reason='QA/LevelFlow/NextLevel'.</color>

[VERBOSE] [GlobalServiceRegistry] Serviço IIntroStageControlService encontrado no escopo global (tipo registrado: IIntroStageControlService). (@ 19,97s)

[VERBOSE] [SimulationGateService] [Gate] Acquire token='sim.gameplay'. Active=2. IsOpen=False (@ 19,97s)

<color=#A8DEED>[INFO] [IntroStageCoordinator] [OBS][IntroStageController] GameplaySimulationBlocked token='sim.gameplay' signature='level:Level2|route:to-gameplay|reason:QA/LevelFlow/NextLevel' routeKind='Gameplay' target='GameplayScene' reason='QA/LevelFlow/NextLevel'.</color>

<color=#A8DEED>[INFO] [IntroStageCoordinator] [IntroStageController] IntroStageController ativa: simulação gameplay bloqueada; aguardando confirmação (UI).</color>

<color=#A8DEED>[VERBOSE] [IntroStageCoordinator] [QA][IntroStageController] EditorQAActions disponíveis para Complete/Skip em Editor/Dev. (@ 19,97s)</color>

<color=#A8DEED>[INFO] [ConfirmToStartIntroStageStep] [OBS][InputMode] Request mode='FrontendMenu' map='UI' phase='IntroStageController' reason='IntroStageController/ConfirmToStart' signature='level:Level2|route:to-gameplay|reason:QA/LevelFlow/NextLevel' scene='GameplayScene' routeKind='Gameplay' (delegated).</color>

<color=#A8DEED>[INFO] [InputModeCoordinator] [OBS][InputModes] InputModeRequested kind='FrontendMenu' source='IntroStage' reason='IntroStageController/ConfirmToStart' contextSignature='level:Level2|route:to-gameplay|reason:QA/LevelFlow/NextLevel'</color>

[VERBOSE] [GlobalServiceRegistry] Serviço IInputModeService encontrado no escopo global (tipo registrado: IInputModeService). (@ 19,97s)

<color=#A8DEED>[INFO] [InputModeService] [InputMode] Modo alterado para 'FrontendMenu' (IntroStageController/ConfirmToStart).</color>

<color=#A8DEED>[VERBOSE] [InputModeService] [InputMode] Applied map 'UI' em 1/1 PlayerInput(s) (IntroStageController/ConfirmToStart). (@ 19,97s)</color>

<color=#A8DEED>[INFO] [InputModeCoordinator] [OBS][InputModes] InputModeApplied kind='FrontendMenu' source='IntroStage' reason='IntroStageController/ConfirmToStart' contextSignature='level:Level2|route:to-gameplay|reason:QA/LevelFlow/NextLevel'</color>

<color=#4CAF50>[INFO] [LevelSwapLocalService] [OBS][LevelFlow] LevelSwapLocalApplied fromLevelRef='Level1' toLevelRef='Level2' macroRouteId='to-gameplay' routeKind='Gameplay' scenesAdded=1 scenesRemoved=1 v='2' signature='to-gameplay|Gameplay|QA/LevelFlow/NextLevel' reason='QA/LevelFlow/NextLevel'.</color>

[VERBOSE] [SimulationGateService] [Gate] Release token='level.swap_local'. Active=1. IsOpen=False (@ 19,97s)

<color=#4CAF50>[INFO] [PostLevelActionsService] [OBS][LevelFlow] PostLevelActionApplied action='NextLevel' reason='QA/LevelFlow/NextLevel' nextLevelRef='Level2'.</color>

<color=#A8DEED>[INFO] [LevelFlowDevContextMenu] [OBS][QA][LevelFlow] NextLevelCompleted reason='QA/LevelFlow/NextLevel' noMacroTransition='true' transitionStartedCount='0'.</color>

[INFO] [IntroStageRuntimeDebugGui] [IntroStageController][RuntimeDebugGui] GUI exibido.

[INFO] [IntroStageRuntimeDebugGui] [IntroStageController][RuntimeDebugGui] Botao Concluir IntroStageController clicado.

[INFO] [IntroStageRuntimeDebugGui] [IntroStageController][RuntimeDebugGui] Solicitando CompleteIntroStage reason='IntroStageController/UIConfirm'.

[VERBOSE] [GlobalServiceRegistry] Serviço IGameLoopService encontrado no escopo global (tipo registrado: IGameLoopService). (@ 21,67s)

<color=#A8DEED>[INFO] [IntroStageControlService] [OBS][IntroStageController] CompleteIntroStage received reason='IntroStageController/UIConfirm' skip=false decision='applied' state='Playing' isActive=true signature='level:Level2|route:to-gameplay|reason:QA/LevelFlow/NextLevel' routeKind='Gameplay' target='GameplayScene'.</color>

[INFO] [IntroStageRuntimeDebugGui] [IntroStageController][RuntimeDebugGui] GUI oculto.

<color=#A8DEED>[INFO] [IntroStageCoordinator] [OBS][IntroStageController] IntroStageCompleted signature='level:Level2|route:to-gameplay|reason:QA/LevelFlow/NextLevel' result='completed' routeKind='Gameplay' target='GameplayScene'.</color>

[VERBOSE] [StateDependentService] [StateDependent] Action 'Move' liberada (gateOpen=True, gameplayReady=True, paused=False, serviceState=Playing, gameLoopState='Playing', activeTokens=0). (@ 21,67s)

[VERBOSE] [GameReadinessService] [Readiness] Snapshot publicado. gameplayReady=True, gateOpen=True, activeTokens=0, reason='gate_opened'. (@ 21,67s)

[VERBOSE] [PlayerMovementController] [Movement][Gate] GateChanged: open=True, scene='GameplayScene', actor='A_f4d3bf2f_1_Player_NewScriptsClone'. (@ 21,67s)

[VERBOSE] [SimulationGateService] [Gate] Release token='sim.gameplay'. Active=0. IsOpen=True (@ 21,67s)

<color=#A8DEED>[INFO] [IntroStageCoordinator] [OBS][IntroStageController] GameplaySimulationUnblocked token='sim.gameplay' signature='level:Level2|route:to-gameplay|reason:QA/LevelFlow/NextLevel' routeKind='Gameplay' target='GameplayScene'.</color>

[VERBOSE] [EaterRandomMovementController] [EaterMovement] New direction: (-0.03, 0.00, 1.00) (scene='GameplayScene'). (@ 21,88s)

[VERBOSE] [EaterRandomMovementController] [EaterMovement] New direction: (0.87, 0.00, 0.50) (scene='GameplayScene'). (@ 23,88s)

[VERBOSE] [GlobalServiceRegistry] Serviço IRestartContextService encontrado no escopo global (tipo registrado: IRestartContextService). (@ 26,62s)

[VERBOSE] [GlobalServiceRegistry] Serviço ILevelSwapLocalService encontrado no escopo global (tipo registrado: ILevelSwapLocalService). (@ 26,62s)

<color=#A8DEED>[INFO] [LevelSwapLocalService] [OBS][LevelFlow] LevelSwapLocalStart fromLevelRef='Level2' toLevelRef='Level2' macroRouteId='to-gameplay' routeKind='Gameplay' v='3' signature='to-gameplay|Gameplay|QA/LevelFlow/RestartCurrentLevelLocal' reason='QA/LevelFlow/RestartCurrentLevelLocal'.</color>

[VERBOSE] [StateDependentService] [StateDependent] Action 'Move' bloqueada: GateClosed (gateOpen=False, gameplayReady=True, paused=False, serviceState=Ready, gameLoopState='Playing', activeTokens=1). (@ 26,62s)

[VERBOSE] [GameReadinessService] [Readiness] Snapshot publicado. gameplayReady=True, gateOpen=False, activeTokens=1, reason='gate_closed'. (@ 26,62s)

[VERBOSE] [PlayerMovementController] [Movement][Gate] GateChanged: open=False, scene='GameplayScene', actor='A_f4d3bf2f_1_Player_NewScriptsClone'. (@ 26,62s)

[VERBOSE] [SimulationGateService] [Gate] Acquire token='level.swap_local'. Active=1. IsOpen=False (@ 26,62s)

<color=#A8DEED>[INFO] [LevelSelectedRestartSnapshotBridge] [OBS][Navigation] LevelSelectedEventConsumed levelRef='Level2' routeId='to-gameplay' v='3' levelSignature='level:Level2|route:to-gameplay|reason:QA/LevelFlow/RestartCurrentLevelLocal' restartContextResolved='True'.</color>

<color=#A8DEED>[INFO] [RestartContextService] [OBS][Navigation] GameplayStartSnapshotUpdated levelRef='Level2' routeId='to-gameplay' v='3' reason='QA/LevelFlow/RestartCurrentLevelLocal'.</color>

<color=#A8DEED>[INFO] [LevelSwapLocalService] [OBS][Level] LevelSelectedEventPublished levelRef='Level2' macroRouteId='to-gameplay' reason='QA/LevelFlow/RestartCurrentLevelLocal' v='3' levelSignature='level:Level2|route:to-gameplay|reason:QA/LevelFlow/RestartCurrentLevelLocal'.</color>

[VERBOSE] [GlobalServiceRegistry] Serviço IContentSwapChangeService encontrado no escopo global (tipo registrado: IContentSwapChangeService). (@ 26,62s)

<color=#A8DEED>[INFO] [WorldResetCommands] [OBS][WorldLifecycle] ResetRequestedV2 kind='Level' macroRouteId='to-gameplay' macroSignature='' levelSignature='level:Level2|route:to-gameplay|reason:QA/LevelFlow/RestartCurrentLevelLocal' reason='QA/LevelFlow/RestartCurrentLevelLocal'.</color>

<color=#A8DEED>[INFO] [InPlaceContentSwapService] [OBS][ContentSwap] ContentSwapRequested event=content_swap_inplace mode=InPlace contentId='level-ref:Level2' reason='QA/LevelFlow/RestartCurrentLevelLocal'</color>

[INFO] [ContentSwapContextService] [ContentSwapContext] ContentSwapPendingSet plan='level-ref:Level2' reason='QA/LevelFlow/RestartCurrentLevelLocal'

[INFO] [ContentSwapContextService] [ContentSwapContext] ContentSwapCommitted prev='level-ref:Level2' current='level-ref:Level2' reason='QA/LevelFlow/RestartCurrentLevelLocal'

<color=#4CAF50>[INFO] [WorldResetCommands] [OBS][WorldLifecycle] ResetCompletedV2 kind='Level' macroRouteId='to-gameplay' macroSignature='' levelSignature='level:Level2|route:to-gameplay|reason:QA/LevelFlow/RestartCurrentLevelLocal' reason='QA/LevelFlow/RestartCurrentLevelLocal' success=True notes=''.</color>

<color=#4CAF50>[VERBOSE] [SceneServiceCleaner] Cena SceneTest2 descarregada, serviços limpos. (@ 26,63s)</color>

[VERBOSE] [EaterRandomMovementController] [EaterMovement] Movement blocked by IStateDependentService. (@ 26,63s)

<color=#A8DEED>[INFO] [LevelAdditiveSceneRuntimeApplier] [OBS][LevelFlow] LevelAdditiveApplySummary targetLevelRef='Level2' loadedIndices=[8] unloadedIndices=[8] loadedCount=1 unloadedCount=1 activeCount=1.</color>

[VERBOSE] [GlobalServiceRegistry] Serviço IGameLoopService encontrado no escopo global (tipo registrado: IGameLoopService). (@ 26,67s)

[VERBOSE] [GlobalServiceRegistry] Serviço IIntroStageCoordinator encontrado no escopo global (tipo registrado: IIntroStageCoordinator). (@ 26,67s)

[VERBOSE] [GlobalServiceRegistry] Serviço IGameplaySceneClassifier encontrado no escopo global (tipo registrado: IGameplaySceneClassifier). (@ 26,67s)

[VERBOSE] [GlobalServiceRegistry] Serviço ILevelStagePresentationService encontrado no escopo global (tipo registrado: ILevelStagePresentationService). (@ 26,67s)

<color=#A8DEED>[INFO] [LevelStageOrchestrator] [OBS][IntroStageController] IntroStageStartRequested source='LevelSwapLocal' levelRef='Level2' v='3' reason='QA/LevelFlow/RestartCurrentLevelLocal' levelSignature='level:Level2|route:to-gameplay|reason:QA/LevelFlow/RestartCurrentLevelLocal'.</color>

[VERBOSE] [GlobalServiceRegistry] Serviço IIntroStagePolicyResolver encontrado no escopo global (tipo registrado: IIntroStagePolicyResolver). (@ 26,67s)

[VERBOSE] [GlobalServiceRegistry] Serviço IIntroStageStep encontrado no escopo global (tipo registrado: IIntroStageStep). (@ 26,67s)

[VERBOSE] [GlobalServiceRegistry] Serviço ISimulationGateService encontrado no escopo global (tipo registrado: ISimulationGateService). (@ 26,67s)

<color=#A8DEED>[INFO] [IntroStageCoordinator] [OBS][IntroStageController] IntroStageStarted signature='level:Level2|route:to-gameplay|reason:QA/LevelFlow/RestartCurrentLevelLocal' routeKind='Gameplay' target='GameplayScene' reason='QA/LevelFlow/RestartCurrentLevelLocal'.</color>

[VERBOSE] [GlobalServiceRegistry] Serviço IIntroStageControlService encontrado no escopo global (tipo registrado: IIntroStageControlService). (@ 26,67s)

[VERBOSE] [SimulationGateService] [Gate] Acquire token='sim.gameplay'. Active=2. IsOpen=False (@ 26,67s)

<color=#A8DEED>[INFO] [IntroStageCoordinator] [OBS][IntroStageController] GameplaySimulationBlocked token='sim.gameplay' signature='level:Level2|route:to-gameplay|reason:QA/LevelFlow/RestartCurrentLevelLocal' routeKind='Gameplay' target='GameplayScene' reason='QA/LevelFlow/RestartCurrentLevelLocal'.</color>

<color=#A8DEED>[INFO] [IntroStageCoordinator] [IntroStageController] IntroStageController ativa: simulação gameplay bloqueada; aguardando confirmação (UI).</color>

<color=#A8DEED>[VERBOSE] [IntroStageCoordinator] [QA][IntroStageController] EditorQAActions disponíveis para Complete/Skip em Editor/Dev. (@ 26,68s)</color>

<color=#A8DEED>[INFO] [ConfirmToStartIntroStageStep] [OBS][InputMode] Request mode='FrontendMenu' map='UI' phase='IntroStageController' reason='IntroStageController/ConfirmToStart' signature='level:Level2|route:to-gameplay|reason:QA/LevelFlow/RestartCurrentLevelLocal' scene='GameplayScene' routeKind='Gameplay' (delegated).</color>

<color=#A8DEED>[INFO] [InputModeCoordinator] [OBS][InputModes] InputModeRequested kind='FrontendMenu' source='IntroStage' reason='IntroStageController/ConfirmToStart' contextSignature='level:Level2|route:to-gameplay|reason:QA/LevelFlow/RestartCurrentLevelLocal'</color>

[VERBOSE] [GlobalServiceRegistry] Serviço IInputModeService encontrado no escopo global (tipo registrado: IInputModeService). (@ 26,68s)

<color=#A8DEED>[VERBOSE] [InputModeService] [InputMode] Modo 'FrontendMenu' ja ativo. Reaplicando (IntroStageController/ConfirmToStart). (@ 26,68s)</color>

<color=#A8DEED>[VERBOSE] [InputModeService] [InputMode] Applied map 'UI' em 1/1 PlayerInput(s) (IntroStageController/ConfirmToStart). (@ 26,68s)</color>

<color=#A8DEED>[INFO] [InputModeCoordinator] [OBS][InputModes] InputModeApplied kind='FrontendMenu' source='IntroStage' reason='IntroStageController/ConfirmToStart' contextSignature='level:Level2|route:to-gameplay|reason:QA/LevelFlow/RestartCurrentLevelLocal'</color>

<color=#4CAF50>[INFO] [LevelSwapLocalService] [OBS][LevelFlow] LevelSwapLocalApplied fromLevelRef='Level2' toLevelRef='Level2' macroRouteId='to-gameplay' routeKind='Gameplay' scenesAdded=1 scenesRemoved=1 v='3' signature='to-gameplay|Gameplay|QA/LevelFlow/RestartCurrentLevelLocal' reason='QA/LevelFlow/RestartCurrentLevelLocal'.</color>

[VERBOSE] [SimulationGateService] [Gate] Release token='level.swap_local'. Active=1. IsOpen=False (@ 26,68s)

<color=#A8DEED>[INFO] [LevelFlowDevContextMenu] [OBS][QA][LevelFlow] RestartCurrentLevelLocalCompleted reason='QA/LevelFlow/RestartCurrentLevelLocal' noMacroTransition='true' transitionStartedCount='0'.</color>

[INFO] [IntroStageRuntimeDebugGui] [IntroStageController][RuntimeDebugGui] GUI exibido.

[INFO] [IntroStageRuntimeDebugGui] [IntroStageController][RuntimeDebugGui] Botao Concluir IntroStageController clicado.

[INFO] [IntroStageRuntimeDebugGui] [IntroStageController][RuntimeDebugGui] Solicitando CompleteIntroStage reason='IntroStageController/UIConfirm'.

[VERBOSE] [GlobalServiceRegistry] Serviço IGameLoopService encontrado no escopo global (tipo registrado: IGameLoopService). (@ 27,92s)

<color=#A8DEED>[INFO] [IntroStageControlService] [OBS][IntroStageController] CompleteIntroStage received reason='IntroStageController/UIConfirm' skip=false decision='applied' state='Playing' isActive=true signature='level:Level2|route:to-gameplay|reason:QA/LevelFlow/RestartCurrentLevelLocal' routeKind='Gameplay' target='GameplayScene'.</color>

[INFO] [IntroStageRuntimeDebugGui] [IntroStageController][RuntimeDebugGui] GUI oculto.

<color=#A8DEED>[INFO] [IntroStageCoordinator] [OBS][IntroStageController] IntroStageCompleted signature='level:Level2|route:to-gameplay|reason:QA/LevelFlow/RestartCurrentLevelLocal' result='completed' routeKind='Gameplay' target='GameplayScene'.</color>

[VERBOSE] [StateDependentService] [StateDependent] Action 'Move' liberada (gateOpen=True, gameplayReady=True, paused=False, serviceState=Playing, gameLoopState='Playing', activeTokens=0). (@ 27,92s)

[VERBOSE] [GameReadinessService] [Readiness] Snapshot publicado. gameplayReady=True, gateOpen=True, activeTokens=0, reason='gate_opened'. (@ 27,92s)

[VERBOSE] [PlayerMovementController] [Movement][Gate] GateChanged: open=True, scene='GameplayScene', actor='A_f4d3bf2f_1_Player_NewScriptsClone'. (@ 27,92s)

[VERBOSE] [SimulationGateService] [Gate] Release token='sim.gameplay'. Active=0. IsOpen=True (@ 27,92s)

<color=#A8DEED>[INFO] [IntroStageCoordinator] [OBS][IntroStageController] GameplaySimulationUnblocked token='sim.gameplay' signature='level:Level2|route:to-gameplay|reason:QA/LevelFlow/RestartCurrentLevelLocal' routeKind='Gameplay' target='GameplayScene'.</color>

[VERBOSE] [EaterRandomMovementController] [EaterMovement] New direction: (0.08, 0.00, 1.00) (scene='GameplayScene'). (@ 29,28s)

<color=#A8DEED>[INFO] [GameplayOutcomeMockPanel] [QA][BaselineV3] Outcome mock requested. outcome='Victory' reason='QA/BaselineV3/VictoryButton'.</color>

[VERBOSE] [GameRunEndRequestService] RequestEnd(Victory, reason='QA/BaselineV3/VictoryButton') (@ 30,04s)

[INFO] [GameRunOutcomeService] [GameLoop] Publicando GameRunEndedEvent. Outcome=Victory, Reason='QA/BaselineV3/VictoryButton'.

[VERBOSE] [GlobalServiceRegistry] Serviço IGameplaySceneClassifier encontrado no escopo global (tipo registrado: IGameplaySceneClassifier). (@ 30,04s)

[VERBOSE] [GlobalServiceRegistry] Serviço IGameLoopService encontrado no escopo global (tipo registrado: IGameLoopService). (@ 30,04s)

[INFO] [GameLoopRunEndEventBridge] [GameLoop] GameRunEndedEvent recebido. Outcome=Victory, Reason='QA/BaselineV3/VictoryButton'. Sinalizando EndRequested.

